PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Label
31208949,correlates of hiv rna concentrations in cerebrospinal fluid during antiretroviral therapy: a longitudinal cohort study,"Livelli A, Vaida F, Ellis RJ, Ma Q, Ferrara M, Clifford DB, Collier AC, Gelman BB, Marra CM, McArthur JC, McCutchan JA, Morgello S, Sacktor N, Simpson DM, Grant I, Letendre SL; CHARTER Group.",Lancet HIV. 2019 Jul;6(7):e456-e462. doi: 10.1016/S2352-3018(19)30143-2. Epub 2019 Jun 14.,Livelli A,Lancet HIV,2019,2019/06/19,,,10.1016/S2352-3018(19)30143-2,0
19191880,rna interference in hippocampus demonstrates opposing roles for creb and pp1alpha in contextual and temporal long-term memory,"Peters M, Bletsch M, Catapano R, Zhang X, Tully T, Bourtchouladze R.",Genes Brain Behav. 2009 Apr;8(3):320-9. doi: 10.1111/j.1601-183X.2009.00474.x. Epub 2008 Jan 12.,Peters M,Genes Brain Behav,2009,2009/02/05,,,10.1111/j.1601-183X.2009.00474.x,0
18667221,spatial and temporal organization of tick-borne encephalitis flavivirus replicated rna in living cells,"Miorin L, Maiuri P, Hoenninger VM, Mandl CW, Marcello A.",Virology. 2008 Sep 15;379(1):64-77. doi: 10.1016/j.virol.2008.06.025. Epub 2008 Jul 29.,Miorin L,Virology,2008,2008/08/01,,,10.1016/j.virol.2008.06.025,0
15246112,alternative splicing of glutamate transporter eaat2 rna in neocortex and hippocampus of temporal lobe epilepsy patients,"Hoogland G, van Oort RJ, Proper EA, Jansen GH, van Rijen PC, van Veelen CW, van Nieuwenhuizen O, Troost D, de Graan PN.",Epilepsy Res. 2004 Apr-May;59(2-3):75-82. doi: 10.1016/j.eplepsyres.2004.03.003.,Hoogland G,Epilepsy Res,2004,2004/07/13,,,10.1016/j.eplepsyres.2004.03.003,0
29750804,temporal/compartmental changes in viral rna and neuronal injury in a primate model of neuroaids,"González RG, Fell R, He J, Campbell J, Burdo TH, Autissier P, Annamalai L, Taheri F, Parker T, Lifson JD, Halpern EF, Vangel M, Masliah E, Westmoreland SV, Williams KC, Ratai EM.",PLoS One. 2018 May 11;13(5):e0196949. doi: 10.1371/journal.pone.0196949. eCollection 2018.,González RG,PLoS One,2018,2018/05/12,PMC5947913,,10.1371/journal.pone.0196949,0
29175608,temporal ordering of substitutions in rna evolution: uncovering the structural evolution of the human accelerated region 1,"Walter Costa MB, Höner Zu Siederdissen C, Tulpan D, Stadler PF, Nowick K.",J Theor Biol. 2018 Feb 7;438:143-150. doi: 10.1016/j.jtbi.2017.11.015. Epub 2017 Nov 23.,Walter Costa MB,J Theor Biol,2018,2017/11/28,,,10.1016/j.jtbi.2017.11.015,0
30046995,insights into the temporal gene expression pattern in lymantria dispar larvae during the baculovirus induced hyperactive stage,"Bhattarai UR, Katuwal Bhattarai M, Li F, Wang D.",Virol Sin. 2018 Aug;33(4):345-358. doi: 10.1007/s12250-018-0046-x. Epub 2018 Jul 25.,Bhattarai UR,Virol Sin,2018,2018/07/27,PMC6178099,,10.1007/s12250-018-0046-x,0
27051032,large-scale tissue-specific and temporal gene expression profiles in pengze crucian carp,"Zheng Y, Chen JZ, Wang HP, Li M, Liang HW, Bing XW, Wang ZZ.",Genet Mol Res. 2016 Mar 31;15(1). doi: 10.4238/gmr.15017642.,Zheng Y,Genet Mol Res,2016,2016/04/07,,,10.4238/gmr.15017642,0
14560319,glutamate carboxypeptidase ii gene expression in the human frontal and temporal lobe in schizophrenia,"Ghose S, Weickert CS, Colvin SM, Coyle JT, Herman MM, Hyde TM, Kleinman JE.",Neuropsychopharmacology. 2004 Jan;29(1):117-25. doi: 10.1038/sj.npp.1300304.,Ghose S,Neuropsychopharmacology,2004,2003/10/16,,,10.1038/sj.npp.1300304,0
32100261,rapidly decreased hbv rna predicts responses of pegylated interferons in hbeag-positive patients: a longitudinal cohort study,"Zhang M, Li G, Shang J, Pan C, Zhang M, Yin Z, Xie Q, Peng Y, Mao Q, Xiao X, Jiang Y, Luo K, Xu Y, Ding H, Fan W, Diego V, Pourkarim MR, De Clercq E, Wang G, Gong G.",Hepatol Int. 2020 Mar;14(2):212-224. doi: 10.1007/s12072-020-10015-3. Epub 2020 Feb 25.,Zhang M,Hepatol Int,2020,2020/02/27,PMC7136184,,10.1007/s12072-020-10015-3,0
33747541,the temporal rna virome patterns of a lesser dawn bat (eonycteris spelaea) colony revealed by deep sequencing,"Paskey AC, Ng JHJ, Rice GK, Chia WN, Philipson CW, Foo RJH, Cer RZ, Long KA, Lueder MR, Frey KG, Hamilton T, Mendenhall IH, Smith GJ, Wang LF, Bishop-Lilly KA.",Virus Evol. 2020 Mar 18;6(1):veaa017. doi: 10.1093/ve/veaa017. eCollection 2020 Jan.,Paskey AC,Virus Evol,2020,2021/03/22,PMC7079719,,10.1093/ve/veaa017,0
31395866,integrated torc1 and pka signaling control the temporal activation of glucose-induced gene expression in yeast,"Kunkel J, Luo X, Capaldi AP.",Nat Commun. 2019 Aug 8;10(1):3558. doi: 10.1038/s41467-019-11540-y.,Kunkel J,Nat Commun,2019,2019/08/10,PMC6687784,,10.1038/s41467-019-11540-y,0
30792836,spatial and temporal patterns of gene expression during neurogenesis in the sea urchin lytechinus variegatus,"Slota LA, Miranda EM, McClay DR.",Evodevo. 2019 Feb 12;10:2. doi: 10.1186/s13227-019-0115-8. eCollection 2019.,Slota LA,Evodevo,2019,2019/02/23,PMC6371548,,10.1186/s13227-019-0115-8,0
23384343,gene expression of glutamate metabolizing enzymes in the hippocampal formation in human temporal lobe epilepsy,"Eid T, Lee TS, Wang Y, Perez E, Drummond J, Lauritzen F, Bergersen LH, Meador-Woodruff JH, Spencer DD, de Lanerolle NC, McCullumsmith RE.",Epilepsia. 2013 Feb;54(2):228-38. doi: 10.1111/epi.12008. Epub 2012 Nov 13.,Eid T,Epilepsia,2013,2013/02/07,PMC3578420,NIHMS406534,10.1111/epi.12008,0
17486136,genomic analysis of cop9 signalosome function in drosophila melanogaster reveals a role in temporal regulation of gene expression,"Oron E, Tuller T, Li L, Rozovsky N, Yekutieli D, Rencus-Lazar S, Segal D, Chor B, Edgar BA, Chamovitz DA.",Mol Syst Biol. 2007;3:108. doi: 10.1038/msb4100150. Epub 2007 May 8.,Oron E,Mol Syst Biol,2007,2007/05/09,PMC2673709,,10.1038/msb4100150,0
11675496,"p[switch], a system for spatial and temporal control of gene expression in drosophila melanogaster","Roman G, Endo K, Zong L, Davis RL.",Proc Natl Acad Sci U S A. 2001 Oct 23;98(22):12602-7. doi: 10.1073/pnas.221303998.,Roman G,Proc Natl Acad Sci U S A,2001,2001/10/25,PMC60100,,10.1073/pnas.221303998,0
30692258,"maternal small rnas mediate spatial-temporal regulation of gene expression, imprinting, and seed development in arabidopsis","Kirkbride RC, Lu J, Zhang C, Mosher RA, Baulcombe DC, Chen ZJ.",Proc Natl Acad Sci U S A. 2019 Feb 12;116(7):2761-2766. doi: 10.1073/pnas.1807621116. Epub 2019 Jan 28.,Kirkbride RC,Proc Natl Acad Sci U S A,2019,2019/01/30,PMC6377484,,10.1073/pnas.1807621116,0
17100849,novel temporal configurations of stimuli produce discrete changes in immediate-early gene expression in the rat hippocampus,"Amin E, Pearce JM, Brown MW, Aggleton JP.",Eur J Neurosci. 2006 Nov;24(9):2611-21. doi: 10.1111/j.1460-9568.2006.05131.x.,Amin E,Eur J Neurosci,2006,2006/11/15,,,10.1111/j.1460-9568.2006.05131.x,0
18299988,"temporal effects of impact on articular cartilage cell death, gene expression, matrix biochemistry, and biomechanics","Natoli RM, Scott CC, Athanasiou KA.",Ann Biomed Eng. 2008 May;36(5):780-92. doi: 10.1007/s10439-008-9472-5. Epub 2008 Feb 26.,Natoli RM,Ann Biomed Eng,2008,2008/02/27,,,10.1007/s10439-008-9472-5,0
16091418,temporal gene expression profiling of liver from periparturient dairy cows reveals complex adaptive mechanisms in hepatic function,"Loor JJ, Dann HM, Everts RE, Oliveira R, Green CA, Guretzky NA, Rodriguez-Zas SL, Lewin HA, Drackley JK.",Physiol Genomics. 2005 Oct 17;23(2):217-26. doi: 10.1152/physiolgenomics.00132.2005. Epub 2005 Aug 9.,Loor JJ,Physiol Genomics,2005,2005/08/11,,,10.1152/physiolgenomics.00132.2005,0
11969265,analysis of spatial and temporal gene expression patterns in blastula and gastrula stage chick embryos,"Chapman SC, Schubert FR, Schoenwolf GC, Lumsden A.",Dev Biol. 2002 May 1;245(1):187-99. doi: 10.1006/dbio.2002.0641.,Chapman SC,Dev Biol,2002,2002/04/24,,,10.1006/dbio.2002.0641,0
27105119,spatiotemporal control of type iii-a crispr-cas immunity: coupling dna degradation with the target rna recognition,"Kazlauskiene M, Tamulaitis G, Kostiuk G, Venclovas Č, Siksnys V.",Mol Cell. 2016 Apr 21;62(2):295-306. doi: 10.1016/j.molcel.2016.03.024.,Kazlauskiene M,Mol Cell,2016,2016/04/23,,,10.1016/j.molcel.2016.03.024,0
25886317,dynamic regulation of gene expression using sucrose responsive promoters and rna interference in saccharomyces cerevisiae,"Williams TC, Espinosa MI, Nielsen LK, Vickers CE.",Microb Cell Fact. 2015 Apr 1;14:43. doi: 10.1186/s12934-015-0223-7.,Williams TC,Microb Cell Fact,2015,2015/04/18,PMC4427958,,10.1186/s12934-015-0223-7,0
32974267,an overview of the temporal shedding of sars-cov-2 rna in clinical specimens,"Zhurakivska K, Troiano G, Pannone G, Caponio VCA, Lo Muzio L.",Front Public Health. 2020 Aug 20;8:487. doi: 10.3389/fpubh.2020.00487. eCollection 2020.,Zhurakivska K,Front Public Health,2020,2020/09/25,PMC7468374,,10.3389/fpubh.2020.00487,0
27690019,longitudinal claudin gene expression analyses in canine mammary tissues and thereof derived primary cultures and cell lines,"Hammer SC, Becker A, Rateitschak K, Mohr A, Lüder Ripoli F, Hennecke S, Junginger J, Hewicker-Trautwein M, Brenig B, Ngezahayo A, Nolte I, Murua Escobar H.",Int J Mol Sci. 2016 Sep 29;17(10):1655. doi: 10.3390/ijms17101655.,Hammer SC,Int J Mol Sci,2016,2016/10/01,PMC5085688,,10.3390/ijms17101655,0
20848605,amygdala gene expression of nmda and gaba(a) receptors in patients with mesial temporal lobe epilepsy,"de Moura JC, Tirapelli DP, Neder L, Saggioro FP, Sakamoto AC, Velasco TR, Panepucci RA, Leite JP, Assirati Júnior JA, Colli BO, Carlotti Júnior CG.",Hippocampus. 2012 Jan;22(1):92-7. doi: 10.1002/hipo.20863. Epub 2010 Sep 16.,de Moura JC,Hippocampus,2012,2010/09/18,,,10.1002/hipo.20863,0
33095438,circular rna circ_ankmy2 regulates temporal lobe epilepsy progression via the mir-106b-5p/foxp1 axis,"Lin Q, Chen J, Zheng X, Zhang Y, Tao X, Ye J.",Neurochem Res. 2020 Dec;45(12):3034-3044. doi: 10.1007/s11064-020-03151-7. Epub 2020 Oct 23.,Lin Q,Neurochem Res,2020,2020/10/23,,,10.1007/s11064-020-03151-7,0
31758405,effects of anterior thalamic nuclei stimulation on gene expression in a rat model of temporal lobe epilepsy,"Liu DF, Chen YC, Zhu GY, Wang X, Jiang Y, Liu HG, Zhang JG.",Acta Neurol Belg. 2020 Dec;120(6):1361-1370. doi: 10.1007/s13760-019-01240-1. Epub 2019 Nov 22.,Liu DF,Acta Neurol Belg,2020,2019/11/24,,,10.1007/s13760-019-01240-1,0
15585528,characterizing the dynamic connectivity between genes by variable parameter regression and kalman filtering based on temporal gene expression data,"Cui Q, Liu B, Jiang T, Ma S.",Bioinformatics. 2005 Apr 15;21(8):1538-41. doi: 10.1093/bioinformatics/bti197. Epub 2004 Dec 7.,Cui Q,Bioinformatics,2005,2004/12/09,,,10.1093/bioinformatics/bti197,0
20695885,gene expression signature is shared by patients with alzheimer's disease and schizophrenia at the superior temporal gyrus,"Horesh Y, Katsel P, Haroutunian V, Domany E.",Eur J Neurol. 2011 Mar;18(3):410-24. doi: 10.1111/j.1468-1331.2010.03166.x.,Horesh Y,Eur J Neurol,2011,2010/08/11,,,10.1111/j.1468-1331.2010.03166.x,0
33901102,low-level hiv rna in cerebrospinal fluid and neurocognitive performance: a longitudinal cohort study,"Anderson AM, Tang B, Vaida F, Mcclernon D, Deutsch R, Cherner M, Cookson D, Crescini M, Grant I, Ellis RJ, Letendre SL.",J Acquir Immune Defic Syndr. 2021 Aug 15;87(5):1196-1204. doi: 10.1097/QAI.0000000000002714.,Anderson AM,J Acquir Immune Defic Syndr,2021,2021/04/26,PMC8596378,NIHMS1751010,10.1097/QAI.0000000000002714,0
16757553,plane of nutrition prepartum alters hepatic gene expression and function in dairy cows as assessed by longitudinal transcript and metabolic profiling,"Loor JJ, Dann HM, Guretzky NA, Everts RE, Oliveira R, Green CA, Litherland NB, Rodriguez-Zas SL, Lewin HA, Drackley JK.",Physiol Genomics. 2006 Oct 3;27(1):29-41. doi: 10.1152/physiolgenomics.00036.2006. Epub 2006 Jun 6.,Loor JJ,Physiol Genomics,2006,2006/06/08,,,10.1152/physiolgenomics.00036.2006,0
32543077,methods for spatial and temporal imaging of the different steps involved in rna processing at single-molecule resolution,"Markey FB, Parashar V, Batish M.",Wiley Interdiscip Rev RNA. 2021 Jan;12(1):e1608. doi: 10.1002/wrna.1608. Epub 2020 Jun 16.,Markey FB,Wiley Interdiscip Rev RNA,2021,2020/06/17,,,10.1002/wrna.1608,0
28052353,temporal and spatial regulation of mrna export: single particle rna-imaging provides new tools and insights,"Heinrich S, Derrer CP, Lari A, Weis K, Montpetit B.",Bioessays. 2017 Feb;39(2):10.1002/bies.201600124. doi: 10.1002/bies.201600124. Epub 2017 Jan 4.,Heinrich S,Bioessays,2017,2017/01/05,PMC5992323,NIHMS851045,10.1002/bies.201600124,0
19602267,"temporal and geographic evidence for evolution of sin nombre virus using molecular analyses of viral rna from colorado, new mexico and montana","Black WC 4th, Doty JB, Hughes MT, Beaty BJ, Calisher CH.",Virol J. 2009 Jul 14;6:102. doi: 10.1186/1743-422X-6-102.,Black WC 4th,Virol J,2009,2009/07/16,PMC2716327,,10.1186/1743-422X-6-102,0
14617073,temporal and spatial control of gene silencing in transgenic plants by inducible expression of double-stranded rna,"Chen S, Hofius D, Sonnewald U, Börnke F.",Plant J. 2003 Dec;36(5):731-40. doi: 10.1046/j.1365-313x.2003.01914.x.,Chen S,Plant J,2003,2003/11/18,,,10.1046/j.1365-313x.2003.01914.x,0
18971268,temporal control of message stability in the life cycle of double-stranded rna bacteriophage phi8,"Qiao X, Sun Y, Qiao J, Mindich L.",J Virol. 2009 Jan;83(2):633-9. doi: 10.1128/JVI.01766-08. Epub 2008 Oct 29.,Qiao X,J Virol,2009,2008/10/31,PMC2612379,,10.1128/JVI.01766-08,0
34390423,temporal gene expression signature of plasma extracellular vesicles-micrornas from post-smolt coho salmon challenged with piscirickettsia salmonis,"Leiva F, Bravo S, Garcia KK, Moya J, Guzman O, Vidal R.",Mar Biotechnol (NY). 2021 Aug;23(4):602-614. doi: 10.1007/s10126-021-10049-0. Epub 2021 Aug 14.,Leiva F,Mar Biotechnol (NY),2021,2021/08/14,,,10.1007/s10126-021-10049-0,0
24711977,skeletal gene expression in the temporal region of the reptilian embryos: implications for the evolution of reptilian skull morphology,"Tokita M, Chaeychomsri W, Siruntawineti J.",Springerplus. 2013 Jul 23;2:336. doi: 10.1186/2193-1801-2-336. eCollection 2013.,Tokita M,Springerplus,2013,2014/04/09,PMC3970585,,10.1186/2193-1801-2-336,0
26925404,spatial and temporal changes in the broiler chicken cecal and fecal microbiomes and correlations of bacterial taxa with cytokine gene expression,"Oakley BB, Kogut MH.",Front Vet Sci. 2016 Feb 19;3:11. doi: 10.3389/fvets.2016.00011. eCollection 2016.,Oakley BB,Front Vet Sci,2016,2016/03/01,PMC4759570,,10.3389/fvets.2016.00011,0
18304030,vitamin d control of gene expression: temporal and spatial parameters for organization of the regulatory machinery,"Montecino M, Stein GS, Stein JL, Lian JB, van Wijnen AJ, Carvallo L, Marcellini S, Cruzat F, Arriagada G.",Crit Rev Eukaryot Gene Expr. 2008;18(2):163-72. doi: 10.1615/critreveukargeneexpr.v18.i2.50.,Montecino M,Crit Rev Eukaryot Gene Expr,2008,2008/02/29,,,10.1615/critreveukargeneexpr.v18.i2.50,0
33298894,long-term sars-cov-2 rna shedding and its temporal association to igg seropositivity,"Agarwal V, Venkatakrishnan AJ, Puranik A, Kirkup C, Lopez-Marquez A, Challener DW, Theel ES, O'Horo JC, Binnicker MJ, Kremers WK, Faubion WA Jr, Badley AD, Williams AW, Gores GJ, Halamka JD, Morice WG 2nd, Soundararajan V.",Cell Death Discov. 2020 Dec 2;6(1):138. doi: 10.1038/s41420-020-00375-y.,Agarwal V,Cell Death Discov,2020,2020/12/10,PMC7709096,,10.1038/s41420-020-00375-y,0
32577666,long-term sars-cov-2 rna shedding and its temporal association to igg seropositivity,"Agarwal V, Venkatakrishnan AJ, Puranik A, Kirkup C, Lopez-Marquez A, Challener DW, O'Horo JC, Binnicker MJ, Kremers WK, Faubion WA Jr, Badley AD, Williams AW, Gores GJ, Halamka JD, Morice WG 2nd, Soundararajan V.",medRxiv. 2020 Jul 7:2020.06.02.20120774. doi: 10.1101/2020.06.02.20120774. Preprint.,Agarwal V,medRxiv,2020,2020/06/25,PMC7302207,,10.1101/2020.06.02.20120774,0
31937309,spatiotemporal mapping of rna editing in the developing mouse brain using in situ sequencing reveals regional and cell-type-specific regulation,"Lundin E, Wu C, Widmark A, Behm M, Hjerling-Leffler J, Daniel C, Öhman M, Nilsson M.",BMC Biol. 2020 Jan 14;18(1):6. doi: 10.1186/s12915-019-0736-3.,Lundin E,BMC Biol,2020,2020/01/16,PMC6961268,,10.1186/s12915-019-0736-3,0
18996449,spatial and temporal preferences for trans-splicing in ciona intestinalis revealed by est-based gene expression analysis,"Sierro N, Li S, Suzuki Y, Yamashita R, Nakai K.",Gene. 2009 Feb 1;430(1-2):44-9. doi: 10.1016/j.gene.2008.10.002. Epub 2008 Oct 21.,Sierro N,Gene,2009,2008/11/11,,,10.1016/j.gene.2008.10.002,0
26713626,gene regulatory mechanisms underlying the spatial and temporal regulation of target-dependent gene expression in drosophila neurons,"Berndt AJ, Tang JC, Ridyard MS, Lian T, Keatings K, Allan DW.",PLoS Genet. 2015 Dec 29;11(12):e1005754. doi: 10.1371/journal.pgen.1005754. eCollection 2015 Dec.,Berndt AJ,PLoS Genet,2015,2015/12/30,PMC4694770,,10.1371/journal.pgen.1005754,0
34053220,evaluating spatiotemporal dynamics of phosphorylation of rna polymerase ii carboxy-terminal domain by ultraviolet photodissociation mass spectrometry,"Escobar EE, Venkat Ramani MK, Zhang Y, Brodbelt JS.",J Am Chem Soc. 2021 Jun 9;143(22):8488-8498. doi: 10.1021/jacs.1c03321. Epub 2021 May 31.,Escobar EE,J Am Chem Soc,2021,2021/05/31,PMC8377744,NIHMS1733760,10.1021/jacs.1c03321,0
23159938,characterization of the novel protein p9tldr (temporal lobe down-regulated) with a brain-site-specific gene expression modality in alzheimer's disease brain,"Yokota T, Akatsu H, Miyauchi T, Heese K.",FEBS Lett. 2012 Dec 14;586(24):4357-61. doi: 10.1016/j.febslet.2012.10.050. Epub 2012 Nov 15.,Yokota T,FEBS Lett,2012,2012/11/20,,,10.1016/j.febslet.2012.10.050,0
31595691,in vivo longitudinal imaging of rna interference-induced endocrine therapy resistance in breast cancer,"Biswal NC, Fu X, Jagtap JM, Shea MJ, Kumar V, Lords T, Roy R, Schiff R, Joshi A.",J Biophotonics. 2020 Jan;13(1):e201900180. doi: 10.1002/jbio.201900180. Epub 2019 Oct 9.,Biswal NC,J Biophotonics,2020,2019/10/10,,,10.1002/jbio.201900180,0
19696067,a longitudinal study of anti-rna polymerase iii antibody levels in systemic sclerosis,"Nihtyanova SI, Parker JC, Black CM, Bunn CC, Denton CP.",Rheumatology (Oxford). 2009 Oct;48(10):1218-21. doi: 10.1093/rheumatology/kep215. Epub 2009 Aug 20.,Nihtyanova SI,Rheumatology (Oxford),2009,2009/08/22,,,10.1093/rheumatology/kep215,0
33172210,stress-specific spatiotemporal responses of rna-binding proteins in human stem-cell-derived motor neurons,"Harley J, Patani R.",Int J Mol Sci. 2020 Nov 6;21(21):8346. doi: 10.3390/ijms21218346.,Harley J,Int J Mol Sci,2020,2020/11/11,PMC7664327,,10.3390/ijms21218346,0
15322364,the natural intron sequence of human tyrosine pre-transfer rna is not a temporal stabilizer for cloverleaf structure,"Ando T, Tanaka T, Kikuchi Y.",Biosci Biotechnol Biochem. 2004 Aug;68(8):1782-5. doi: 10.1271/bbb.68.1782.,Ando T,Biosci Biotechnol Biochem,2004,2004/08/24,,,10.1271/bbb.68.1782,0
33413102,temporal changes in dna methylation and rna expression in a small song bird: within- and between-tissue comparisons,"Lindner M, Verhagen I, Viitaniemi HM, Laine VN, Visser ME, Husby A, van Oers K.",BMC Genomics. 2021 Jan 7;22(1):36. doi: 10.1186/s12864-020-07329-9.,Lindner M,BMC Genomics,2021,2021/01/08,PMC7792223,,10.1186/s12864-020-07329-9,0
34935623,construction and analysis of a competing endogenous rna network associated with circrnas dysregulated in medial temporal lobe epilepsy,"Li K, Wu C, Zhu Y, Yin W, Ren H, Yang X.",Epileptic Disord. 2021 Dec 21. doi: 10.1684/epd.2021.1403. Online ahead of print.,Li K,Epileptic Disord,2021,2021/12/22,,,10.1684/epd.2021.1403,0
27498372,temporal control of dickeya dadantii main virulence gene expression by growth phase-dependent alteration of regulatory nucleoprotein complexes,"Duprey A, Muskhelishvili G, Reverchon S, Nasser W.",Biochim Biophys Acta. 2016 Nov;1859(11):1470-1480. doi: 10.1016/j.bbagrm.2016.08.001. Epub 2016 Aug 5.,Duprey A,Biochim Biophys Acta,2016,2016/08/08,,,10.1016/j.bbagrm.2016.08.001,0
22423054,cell-specific and temporal aspects of gene expression in the chicken oviduct at different stages of the laying cycle,"Jeong W, Lim W, Kim J, Ahn SE, Lee HC, Jeong JW, Han JY, Song G, Bazer FW.",Biol Reprod. 2012 Jun 7;86(6):172. doi: 10.1095/biolreprod.111.098186. Print 2012 Jun.,Jeong W,Biol Reprod,2012,2012/03/17,,,10.1095/biolreprod.111.098186,0
33853691,temporal landscape of human gut rna and dna virome in sars-cov-2 infection and severity,"Zuo T, Liu Q, Zhang F, Yeoh YK, Wan Y, Zhan H, Lui GCY, Chen Z, Li AYL, Cheung CP, Chen N, Lv W, Ng RWY, Tso EYK, Fung KSC, Chan V, Ling L, Joynt G, Hui DSC, Chan FKL, Chan PKS, Ng SC.",Microbiome. 2021 Apr 14;9(1):91. doi: 10.1186/s40168-021-01008-x.,Zuo T,Microbiome,2021,2021/04/15,PMC8044506,,10.1186/s40168-021-01008-x,0
33704916,igf2r circular rna hsa_circ_0131235 expression in the middle temporal cortex is associated with ad pathology,"Bigarré IM, Trombetta BA, Guo YJ, Arnold SE, Carlyle BC.",Brain Behav. 2021 Apr;11(4):e02048. doi: 10.1002/brb3.2048. Epub 2021 Mar 11.,Bigarré IM,Brain Behav,2021,2021/03/11,PMC8035435,,10.1002/brb3.2048,0
25652008,triaging informative cis-regulatory elements for the combinatorial control of temporal gene expression during plasmodium falciparum intraerythrocytic development,"Russell K, Emes R, Horrocks P.",Parasit Vectors. 2015 Feb 5;8:81. doi: 10.1186/s13071-015-0701-0.,Russell K,Parasit Vectors,2015,2015/02/06,PMC4322800,,10.1186/s13071-015-0701-0,0
16175731,temporal regulation of global gene expression and cellular morphology in xenopus kidney cells in response to clinorotation,"Kitamoto J, Fukui A, Asashima M.",Adv Space Res. 2005;35(9):1654-61. doi: 10.1016/j.asr.2005.04.100.,Kitamoto J,Adv Space Res,2005,2005/09/24,,,10.1016/j.asr.2005.04.100,0
14581482,temporal control of nf-kappab activation by erk differentially regulates interleukin-1beta-induced gene expression,"Jiang B, Xu S, Hou X, Pimentel DR, Brecher P, Cohen RA.",J Biol Chem. 2004 Jan 9;279(2):1323-9. doi: 10.1074/jbc.M307521200. Epub 2003 Oct 27.,Jiang B,J Biol Chem,2004,2003/10/29,,,10.1074/jbc.M307521200,0
12960395,temporal activation of nf-kappab regulates an interferon-independent innate antiviral response against cytoplasmic rna viruses,"Bose S, Kar N, Maitra R, DiDonato JA, Banerjee AK.",Proc Natl Acad Sci U S A. 2003 Sep 16;100(19):10890-5. doi: 10.1073/pnas.1832775100. Epub 2003 Sep 5.,Bose S,Proc Natl Acad Sci U S A,2003,2003/09/10,PMC196898,,10.1073/pnas.1832775100,0
10997589,isolation and characterization of the cdna for a ciona intestinalis rna binding protein: spatial and temporal expression during development,"Piscopo A, Branno M, Aniello F, Corrado M, Piscopo M, Fucci L.",Differentiation. 2000 Aug;66(1):23-30. doi: 10.1046/j.1432-0436.2000.066001023.x.,Piscopo A,Differentiation,2000,2000/09/21,,,10.1046/j.1432-0436.2000.066001023.x,0
29724820,temporal and spatial post-transcriptional regulation of zebrafish tie1 mrna by long noncoding rna during brain vascular assembly,"Chowdhury TA, Koceja C, Eisa-Beygi S, Kleinstiver BP, Kumar SN, Lin CW, Li K, Prabhudesai S, Joung JK, Ramchandran R.",Arterioscler Thromb Vasc Biol. 2018 Jul;38(7):1562-1575. doi: 10.1161/ATVBAHA.118.310848. Epub 2018 May 3.,Chowdhury TA,Arterioscler Thromb Vasc Biol,2018,2018/05/05,PMC6023729,NIHMS962500,10.1161/ATVBAHA.118.310848,0
28711246,temporal and spatial heterogeneity in milk and immune-related gene expression during mammary gland involution in dairy cows,"Singh K, Phyn CVC, Reinsch M, Dobson JM, Oden K, Davis SR, Stelwagen K, Henderson HV, Molenaar AJ.",J Dairy Sci. 2017 Sep;100(9):7669-7685. doi: 10.3168/jds.2017-12572. Epub 2017 Jul 12.,Singh K,J Dairy Sci,2017,2017/07/17,,,10.3168/jds.2017-12572,0
22541543,temporal candidate gene expression in the sow placenta and embryo during early gestation and effect of maternal progenos supplementation on embryonic and placental development,"Novak S, Paradis F, Patterson JL, Pasternak JA, Oxtoby K, Moore HS, Hahn M, Dyck MK, Dixon WT, Foxcroft GR.",Reprod Fertil Dev. 2012;24(4):550-8. doi: 10.1071/RD10312.,Novak S,Reprod Fertil Dev,2012,2012/05/01,,,10.1071/RD10312,0
33140065,longitudinal monitoring of sars-cov-2 rna on high-touch surfaces in a community setting,"Harvey AP, Fuhrmeister ER, Cantrell M, Pitol AK, Swarthout JM, Powers JE, Nadimpalli ML, Julian TR, Pickering AJ.",medRxiv. 2020 Nov 1:2020.10.27.20220905. doi: 10.1101/2020.10.27.20220905. Preprint.,Harvey AP,medRxiv,2020,2020/11/03,PMC7605577,,10.1101/2020.10.27.20220905,0
34192125,longitudinal monitoring of sars-cov-2 rna on high-touch surfaces in a community setting,"Harvey AP, Fuhrmeister ER, Cantrell ME, Pitol AK, Swarthout JM, Powers JE, Nadimpalli ML, Julian TR, Pickering AJ.",Environ Sci Technol Lett. 2021 Feb 9;8(2):168-175. doi: 10.1021/acs.estlett.0c00875. Epub 2020 Dec 14.,Harvey AP,Environ Sci Technol Lett,2021,2021/06/30,PMC7927285,,10.1021/acs.estlett.0c00875,0
20451995,different temporal gene expression patterns for ovine pre-implantation embryos produced by parthenogenesis or in vitro fertilization,"Bebbere D, Bogliolo L, Ariu F, Fois S, Leoni GG, Succu S, Berlinguer F, Ledda S.",Theriogenology. 2010 Sep 15;74(5):712-23. doi: 10.1016/j.theriogenology.2010.03.024. Epub 2010 May 7.,Bebbere D,Theriogenology,2010,2010/05/11,,,10.1016/j.theriogenology.2010.03.024,0
15614780,temporal and spatial manipulation of gene expression in xenopus embryos by injection of heat shock promoter-containing plasmids,"Michiue T, Asashima M.",Dev Dyn. 2005 Feb;232(2):369-76. doi: 10.1002/dvdy.20233.,Michiue T,Dev Dyn,2005,2004/12/23,,,10.1002/dvdy.20233,0
