PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Label
31089188,a universal transcriptomic signature of age reveals the temporal scaling of caenorhabditis elegans aging trajectories,"Tarkhov AE, Alla R, Ayyadevara S, Pyatnitskiy M, Menshikov LI, Shmookler Reis RJ, Fedichev PO.",Sci Rep. 2019 May 14;9(1):7368. doi: 10.1038/s41598-019-43075-z.,Tarkhov AE,Sci Rep,2019,2019/05/16,PMC6517414,,10.1038/s41598-019-43075-z,1
30833191,development of a multivariable gene-expression signature targeting t-cell-mediated rejection in peripheral blood of kidney transplant recipients validated in cross-sectional and longitudinal samples,"Christakoudi S, Runglall M, Mobillo P, Tsui TL, Duff C, Domingo-Vila C, Kamra Y, Delaney F, Montero R, Spiridou A, Kassimatis T, Phin-Kon S, Tucker B, Farmer C, Strom TB, Lord GM, Rebollo-Mesa I, Stahl D, Sacks S, Hernandez-Fuentes MP, Chowdhury P.",EBioMedicine. 2019 Mar;41:571-583. doi: 10.1016/j.ebiom.2019.01.060. Epub 2019 Mar 2.,Christakoudi S,EBioMedicine,2019,2019/03/06,PMC6441872,,10.1016/j.ebiom.2019.01.060,1
11562144,spatial and temporal gene expression in chondrogenesis during fracture healing and the effects of basic fibroblast growth factor,"Nakajima F, Ogasawara A, Goto K, Moriya H, Ninomiya Y, Einhorn TA, Yamazaki M.",J Orthop Res. 2001 Sep;19(5):935-44. doi: 10.1016/S0736-0266(01)00024-9.,Nakajima F,J Orthop Res,2001,2001/09/20,,,10.1016/S0736-0266(01)00024-9,1
29264374,time course gene expression data in colon of mice after exposure to food-grade e171,"Proquin H, Jetten MJ, Jonkhout MCM, Garduño-Balderas LG, Briedé JJ, de Kok TM, Chirino YI, van Loveren H.",Data Brief. 2017 Nov 22;16:531-600. doi: 10.1016/j.dib.2017.11.067. eCollection 2018 Feb.,Proquin H,Data Brief,2017,2017/12/22,PMC5726758,,10.1016/j.dib.2017.11.067,1
23910933,longitudinal changes in viral rna concentration in patients with chronic hepatitis c and/or hiv infection in the absence of antiviral therapy,"Barreiro P, Labarga P, Fernández-Montero JV, Poveda E, de Mendoza C, Sánchez C, Vispo E, Soriano V.",J Clin Virol. 2013 Oct;58(2):391-5. doi: 10.1016/j.jcv.2013.06.031. Epub 2013 Jul 30.,Barreiro P,J Clin Virol,2013,2013/08/06,,,10.1016/j.jcv.2013.06.031,0
19477977,clustered alignments of gene-expression time series data,"Smith AA, Vollrath A, Bradfield CA, Craven M.",Bioinformatics. 2009 Jun 15;25(12):i119-27. doi: 10.1093/bioinformatics/btp206.,Smith AA,Bioinformatics,2009,2009/05/30,PMC2687960,,10.1093/bioinformatics/btp206,1
15016367,active-site dynamics in rna polymerases,Landick R.,Cell. 2004 Feb 6;116(3):351-3. doi: 10.1016/s0092-8674(04)00121-7.,Landick R,Cell,2004,2004/03/16,,,10.1016/s0092-8674(04)00121-7,0
26728556,oscillatory control of delta-like1 in cell interactions regulates dynamic gene expression and tissue morphogenesis,"Shimojo H, Isomura A, Ohtsuka T, Kori H, Miyachi H, Kageyama R.",Genes Dev. 2016 Jan 1;30(1):102-16. doi: 10.1101/gad.270785.115.,Shimojo H,Genes Dev,2016,2016/01/06,PMC4701973,,10.1101/gad.270785.115,0
10907555,dynamics of metabolism and its interactions with gene expression during sporulation in saccharomyces cerevisiae,"Cortassa S, Aon JC, Aon MA, Spencer JF.",Adv Microb Physiol. 2000;43:75-115. doi: 10.1016/s0065-2911(00)43003-1.,Cortassa S,Adv Microb Physiol,2000,2000/07/25,,,10.1016/s0065-2911(00)43003-1,0
32747489,dynamic n(1)-methyladenosine in plant messenger rna,Zhang W.,Plant Physiol. 2020 Aug;183(4):1416-1417. doi: 10.1104/pp.20.00747.,Zhang W,Plant Physiol,2020,2020/08/05,PMC7401127,,10.1104/pp.20.00747,0
16928775,"chondrocyte intracellular calcium, cytoskeletal organization, and gene expression responses to dynamic osmotic loading","Chao PH, West AC, Hung CT.",Am J Physiol Cell Physiol. 2006 Oct;291(4):C718-25. doi: 10.1152/ajpcell.00127.2005. Epub 2006 Aug 23.,Chao PH,Am J Physiol Cell Physiol,2006,2006/08/25,,,10.1152/ajpcell.00127.2005,0
11472190,rna-selective coordination complexes identified via dynamic combinatorial chemistry,"Karan C, Miller BL.",J Am Chem Soc. 2001 Aug 1;123(30):7455-6. doi: 10.1021/ja010325v.,Karan C,J Am Chem Soc,2001,2001/07/27,,,10.1021/ja010325v,0
34179948,lessons from the spatiotemporal expression patterns of rna vs. proteins during the cell cycle,"Chiva-Blanch G, Mayr M.",Cardiovasc Res. 2021 Jul 7;117(8):e91-e93. doi: 10.1093/cvr/cvab196.,Chiva-Blanch G,Cardiovasc Res,2021,2021/06/28,PMC8262630,,10.1093/cvr/cvab196,0
12399448,time course of skeletal muscle repair and gene expression following acute hind limb ischemia in mice,"Paoni NF, Peale F, Wang F, Errett-Baroncini C, Steinmetz H, Toy K, Bai W, Williams PM, Bunting S, Gerritsen ME, Powell-Braxton L.",Physiol Genomics. 2002 Dec 3;11(3):263-72. doi: 10.1152/physiolgenomics.00110.2002. Epub 2002 Dec 3.,Paoni NF,Physiol Genomics,2002,2002/10/26,,,10.1152/physiolgenomics.00110.2002,1
19365326,vaccinia virus infection & temporal analysis of virus gene expression: part 3,"Yen J, Golan R, Rubins K.",J Vis Exp. 2009 Apr 13;(26):1170. doi: 10.3791/1170.,Yen J,J Vis Exp,2009,2009/04/15,PMC2791084,,10.3791/1170,1
17028959,the dynamic gene expression from different genetic systems for protein and lysine contents of indica rice,"Shi CH, Ge GK, Wu JG, Ye J, Wu P.",Genetica. 2006 Sep-Nov;128(1-3):297-306. doi: 10.1007/s10709-006-6276-0.,Shi CH,Genetica,2006,2006/10/10,,,10.1007/s10709-006-6276-0,0
23114563,thermodynamics and solvation dynamics of biv tar rna-tat peptide interaction,"Goel T, Kumar S, Maiti S.",Mol Biosyst. 2013 Jan 27;9(1):88-98. doi: 10.1039/c2mb25357g. Epub 2012 Oct 31.,Goel T,Mol Biosyst,2013,2012/11/02,,,10.1039/c2mb25357g,0
33225957,histone modifications associated with gene expression and genome accessibility are dynamically enriched at plasmodium falciparum regulatory sequences,"Tang J, Chisholm SA, Yeoh LM, Gilson PR, Papenfuss AT, Day KP, Petter M, Duffy MF.",Epigenetics Chromatin. 2020 Nov 23;13(1):50. doi: 10.1186/s13072-020-00365-5.,Tang J,Epigenetics Chromatin,2020,2020/11/23,PMC7682024,,10.1186/s13072-020-00365-5,0
16138302,dynamics-based amplification of rna function and its characterization by using nmr spectroscopy,Al-Hashimi HM.,Chembiochem. 2005 Sep;6(9):1506-19. doi: 10.1002/cbic.200500002.,Al-Hashimi HM,Chembiochem,2005,2005/09/03,,,10.1002/cbic.200500002,0
18718949,an unsupervised conditional random fields approach for clustering gene expression time series,"Li CT, Yuan Y, Wilson R.",Bioinformatics. 2008 Nov 1;24(21):2467-73. doi: 10.1093/bioinformatics/btn375. Epub 2008 Aug 20.,Li CT,Bioinformatics,2008,2008/08/23,,,10.1093/bioinformatics/btn375,1
34131182,inferring transcriptomic cell states and transitions only from time series transcriptome data,"Jo K, Sung I, Lee D, Jang H, Kim S.",Sci Rep. 2021 Jun 15;11(1):12566. doi: 10.1038/s41598-021-91752-9.,Jo K,Sci Rep,2021,2021/06/16,PMC8206345,,10.1038/s41598-021-91752-9,1
27423680,dual-energy dynamic ct of lung adenocarcinoma: correlation of iodine uptake with tumor gene expression,"Yanagawa M, Morii E, Hata A, Fujiwara M, Gyobu T, Ueda K, Honda O, Tomiyama N.",Eur J Radiol. 2016 Aug;85(8):1407-13. doi: 10.1016/j.ejrad.2016.05.016. Epub 2016 May 26.,Yanagawa M,Eur J Radiol,2016,2016/07/18,,,10.1016/j.ejrad.2016.05.016,0
26030796,csi: a nonparametric bayesian approach to network inference from multiple perturbed time series gene expression data,"Penfold CA, Shifaz A, Brown PE, Nicholson A, Wild DL.",Stat Appl Genet Mol Biol. 2015 Jun;14(3):307-10. doi: 10.1515/sagmb-2014-0082.,Penfold CA,Stat Appl Genet Mol Biol,2015,2015/06/02,,,10.1515/sagmb-2014-0082,1
27895152,spatiotemporal uncoupling of microrna-mediated translational repression and target rna degradation controls micrornp recycling in mammalian cells,"Bose M, Barman B, Goswami A, Bhattacharyya SN.",Mol Cell Biol. 2017 Feb 1;37(4):e00464-16. doi: 10.1128/MCB.00464-16. Print 2017 Feb 15.,Bose M,Mol Cell Biol,2017,2016/11/30,PMC5288578,,10.1128/MCB.00464-16,0
33035668,spatio-temporal correlates of gene expression and cortical morphology across lifespan and aging,"Qiu A, Zhang H, Kennedy BK, Lee A.",Neuroimage. 2021 Jan 1;224:117426. doi: 10.1016/j.neuroimage.2020.117426. Epub 2020 Oct 6.,Qiu A,Neuroimage,2021,2020/10/09,,,10.1016/j.neuroimage.2020.117426,1
29989529,transcriptomic analysis of longitudinal burkholderia pseudomallei infecting the cystic fibrosis lung,"Price EP, Viberg LT, Kidd TJ, Bell SC, Currie BJ, Sarovich DS.",Microb Genom. 2018 Aug;4(8):e000194. doi: 10.1099/mgen.0.000194. Epub 2018 Jul 10.,Price EP,Microb Genom,2018,2018/07/11,PMC6159556,,10.1099/mgen.0.000194,1
21163917,combination of cell delivery and thermoinducible transcription for in vivo spatiotemporal control of gene expression: a feasibility study,"Eker OF, Quesson B, Rome C, Arsaut J, Deminière C, Moonen CT, Grenier N, Couillaud F.",Radiology. 2011 Feb;258(2):496-504. doi: 10.1148/radiol.10100767. Epub 2010 Dec 16.,Eker OF,Radiology,2011,2010/12/18,,,10.1148/radiol.10100767,0
20577037,coarse-graining rna nanostructures for molecular dynamics simulations,"Paliy M, Melnik R, Shapiro BA.",Phys Biol. 2010 Jun 24;7(3):036001. doi: 10.1088/1478-3975/7/3/036001.,Paliy M,Phys Biol,2010,2010/06/26,PMC3767480,NIHMS492008,10.1088/1478-3975/7/3/036001,0
27586787,network-based bioinformatics analysis of spatio-temporal rna-seq data reveals transcriptional programs underpinning normal and aberrant retinal development,"Karunakaran DK, Al Seesi S, Banday AR, Baumgartner M, Olthof A, Lemoine C, Măndoiu II, Kanadia RN.",BMC Genomics. 2016 Aug 31;17 Suppl 5(Suppl 5):495. doi: 10.1186/s12864-016-2822-z.,Karunakaran DK,BMC Genomics,2016,2016/09/03,PMC5009874,,10.1186/s12864-016-2822-z,1
25217588,dynamics of rna modification by a multi-site-specific trna methyltransferase,"Hamdane D, Guelorget A, Guérineau V, Golinelli-Pimpaneau B.",Nucleic Acids Res. 2014 Oct;42(18):11697-706. doi: 10.1093/nar/gku820. Epub 2014 Sep 12.,Hamdane D,Nucleic Acids Res,2014,2014/09/14,PMC4191401,,10.1093/nar/gku820,0
33758859,longitudinal single-cell epitope and rna-sequencing reveals the immunological impact of type 1 interferon autoantibodies in critical covid-19,"van der Wijst MGP, Vazquez SE, Hartoularos GC, Bastard P, Grant T, Bueno R, Lee DS, Greenland JR, Sun Y, Perez R, Ogorodnikov A, Ward A, Mann SA, Lynch KL, Yun C, Havlir DV, Chamie G, Marquez C, Greenhouse B, Lionakis MS, Norris PJ, Dumont LJ, Kelly K, Zhang P, Zhang Q, Gervais A, Voyer TL, Whatley A, Si Y, Byrne A, Combes AJ, Rao AA, Song YS; UCSF COMET consortium, Fragiadakis GK, Kangelaris K, Calfee CS, Erle DJ, Hendrickson C, Krummel MF, Woodruff PG, Langelier CR, Casanova JL, Derisi JL, Anderson MS, Ye CJ.",bioRxiv. 2021 Mar 10:2021.03.09.434529. doi: 10.1101/2021.03.09.434529. Preprint.,van der Wijst MGP,bioRxiv,2021,2021/03/24,PMC7987018,,10.1101/2021.03.09.434529,1
21645290,gene expression pattern in swine neutrophils after lipopolysaccharide exposure: a time course comparison,"Sanz-Santos G, Jiménez-Marín A, Bautista R, Fernández N, Claros GM, Garrido JJ.",BMC Proc. 2011 Jun 3;5 Suppl 4(Suppl 4):S11. doi: 10.1186/1753-6561-5-S4-S11.,Sanz-Santos G,BMC Proc,2011,2011/06/08,PMC3108205,,10.1186/1753-6561-5-S4-S11,1
25330448,mg2+ effect on argonaute and rna duplex by molecular dynamics and bioinformatics implications,"Nam S, Ryu H, Son WJ, Kim YH, Kim KT, Balch C, Nephew KP, Lee J.",PLoS One. 2014 Oct 17;9(10):e109745. doi: 10.1371/journal.pone.0109745. eCollection 2014.,Nam S,PLoS One,2014,2014/10/21,PMC4201462,,10.1371/journal.pone.0109745,0
28494755,"transcriptome analysis of the whitefly, bemisia tabaci meam1 during feeding on tomato infected with the crinivirus, tomato chlorosis virus, identifies a temporal shift in gene expression and differential regulation of novel orphan genes","Kaur N, Chen W, Zheng Y, Hasegawa DK, Ling KS, Fei Z, Wintermantel WM.",BMC Genomics. 2017 May 11;18(1):370. doi: 10.1186/s12864-017-3751-1.,Kaur N,BMC Genomics,2017,2017/05/13,PMC5426028,,10.1186/s12864-017-3751-1,0
26006773,temporal gene expression profiling of the rat knee joint capsule during immobilization-induced joint contractures,"Wong K, Sun F, Trudel G, Sebastiani P, Laneuville O.",BMC Musculoskelet Disord. 2015 May 26;16:125. doi: 10.1186/s12891-015-0588-0.,Wong K,BMC Musculoskelet Disord,2015,2015/05/27,PMC4443538,,10.1186/s12891-015-0588-0,1
20096092,temporal dysregulation of cortical gene expression in the isolation reared wistar rat,"Murphy KJ, Ter Horst JP, Cassidy AW, DeSouza IE, Morgunova M, Li C, Connole LM, O'Sullivan NC, Loscher JS, Brady AT, Rombach N, Connellan J, McGettigan PA, Scully D, Fedriani R, Lukasz B, Moran MP, McCabe OM, Wantuch CM, Hughes ZA, Mulvany SK, Higgins DG, Pangalos MN, Marquis KL, O'Connor WT, Ring RH, von Schack D, Regan CM.",J Neurochem. 2010 May;113(3):601-14. doi: 10.1111/j.1471-4159.2010.06617.x. Epub 2010 Jan 24.,Murphy KJ,J Neurochem,2010,2010/01/26,,,10.1111/j.1471-4159.2010.06617.x,0
30038257,publisher correction: tracing the temporal-spatial transcriptome landscapes of the human fetal digestive tract using single-cell rna-sequencing,"Gao S, Yan L, Wang R, Li J, Yong J, Zhou X, Wei Y, Wu X, Wang X, Fan X, Yan J, Zhi X, Gao Y, Guo H, Jin X, Wang W, Mao Y, Wang F, Wen L, Fu W, Ge H, Qiao J, Tang F.",Nat Cell Biol. 2018 Oct;20(10):1227. doi: 10.1038/s41556-018-0165-5.,Gao S,Nat Cell Biol,2018,2018/07/25,,,10.1038/s41556-018-0165-5,1
20056889,"topology links rna secondary structure with global conformation, dynamics, and adaptation","Bailor MH, Sun X, Al-Hashimi HM.",Science. 2010 Jan 8;327(5962):202-6. doi: 10.1126/science.1181085.,Bailor MH,Science,2010,2010/01/09,,,10.1126/science.1181085,0
34474642,single-cell rna-seq reveals invasive trajectory and determines cancer stem cell-related prognostic genes in pancreatic cancer,"Ren X, Zhou C, Lu Y, Ma F, Fan Y, Wang C.",Bioengineered. 2021 Dec;12(1):5056-5068. doi: 10.1080/21655979.2021.1962484.,Ren X,Bioengineered,2021,2021/09/03,PMC8806718,,10.1080/21655979.2021.1962484,1
32755633,quantitative gene expression dynamics of key placode signalling factors in the embryonic chicken scleral ossicle system,"Giffin JL, Franz-Odendaal TA.",Gene Expr Patterns. 2020 Dec;38:119131. doi: 10.1016/j.gep.2020.119131. Epub 2020 Aug 2.,Giffin JL,Gene Expr Patterns,2020,2020/08/07,,,10.1016/j.gep.2020.119131,0
23642095,temporal changes of cytochrome p450 (cyp) and eicosanoid-related gene expression in the rat brain after traumatic brain injury,"Birnie M, Morrison R, Camara R, Strauss KI.",BMC Genomics. 2013 May 4;14:303. doi: 10.1186/1471-2164-14-303.,Birnie M,BMC Genomics,2013,2013/05/07,PMC3658912,,10.1186/1471-2164-14-303,1
25442016,"temporal analysis of prostaglandin f2α receptor, caspase 3, and cyclooxygenase 2 messenger rna expression and prostaglandin f2α receptor and cyclooxygenase 2 protein expression in endometrial tissue from multiparous nelore (bos taurus indicus) cows treated with cloprostenol sodium during puerperium","de Moraes CN, Maia L, de Lima PF, Dias MC, Raposo-Ferreira TM, Sudano MJ, Junior JB, Oba E.",Theriogenology. 2015 Jan 15;83(2):276-84. doi: 10.1016/j.theriogenology.2014.09.022. Epub 2014 Sep 23.,de Moraes CN,Theriogenology,2015,2014/12/03,,,10.1016/j.theriogenology.2014.09.022,0
24832221,dynamic post-transcriptional regulation of hiv-1 gene expression,"Kula A, Marcello A.",Biology (Basel). 2012 Jul 3;1(2):116-33. doi: 10.3390/biology1020116.,Kula A,Biology (Basel),2012,2014/05/17,PMC4009772,,10.3390/biology1020116,0
28370374,the gene expression and immunohistochemical time-course of diphenylcyclopropenone-induced contact allergy in healthy humans following repeated epicutaneous challenges,"Mose KF, Burton M, Thomassen M, Andersen F, Kruse TA, Tan Q, Skov L, Røpke MA, Litman T, Clemmensen O, Kristensen BW, Friedmann PS, Andersen KE.",Exp Dermatol. 2017 Oct;26(10):926-933. doi: 10.1111/exd.13345. Epub 2017 Jul 9.,Mose KF,Exp Dermatol,2017,2017/04/04,,,10.1111/exd.13345,1
29202695,single-cell rna-seq analysis reveals dynamic trajectories during mouse liver development,"Su X, Shi Y, Zou X, Lu ZN, Xie G, Yang JYH, Wu CC, Cui XF, He KY, Luo Q, Qu YL, Wang N, Wang L, Han ZG.",BMC Genomics. 2017 Dec 4;18(1):946. doi: 10.1186/s12864-017-4342-x.,Su X,BMC Genomics,2017,2017/12/06,PMC5715535,,10.1186/s12864-017-4342-x,1
30217992,predicting proteome dynamics using gene expression data,"Kuchta K, Towpik J, Biernacka A, Kutner J, Kudlicki A, Ginalski K, Rowicka M.",Sci Rep. 2018 Sep 14;8(1):13866. doi: 10.1038/s41598-018-31752-4.,Kuchta K,Sci Rep,2018,2018/09/16,PMC6138643,,10.1038/s41598-018-31752-4,0
30696862,targeted expression profiling by rna-seq improves detection of cellular dynamics during pregnancy and identifies a role for t cells in term parturition,"Tarca AL, Romero R, Xu Z, Gomez-Lopez N, Erez O, Hsu CD, Hassan SS, Carey VJ.",Sci Rep. 2019 Jan 29;9(1):848. doi: 10.1038/s41598-018-36649-w.,Tarca AL,Sci Rep,2019,2019/01/31,PMC6351599,,10.1038/s41598-018-36649-w,1
27320128,gene expression: dynamic enhancer-promoter interactions for transcriptional bursting,Cloney R.,Nat Rev Genet. 2016 Aug;17(8):437. doi: 10.1038/nrg.2016.81. Epub 2016 Jun 20.,Cloney R,Nat Rev Genet,2016,2016/06/21,,,10.1038/nrg.2016.81,0
14651633,the distribution of rna polymerase in escherichia coli is dynamic and sensitive to environmental cues,"Cabrera JE, Jin DJ.",Mol Microbiol. 2003 Dec;50(5):1493-505. doi: 10.1046/j.1365-2958.2003.03805.x.,Cabrera JE,Mol Microbiol,2003,2003/12/04,,,10.1046/j.1365-2958.2003.03805.x,0
33780909,spatiotemporal patterns of gene expression around implanted silicon electrode arrays,"Thompson CH, Saxena A, Heelan N, Salatino J, Purcell EK.",J Neural Eng. 2021 Apr 27;18(4):10.1088/1741-2552/abf2e6. doi: 10.1088/1741-2552/abf2e6.,Thompson CH,J Neural Eng,2021,2021/03/29,PMC8650570,NIHMS1755877,10.1088/1741-2552/abf2e6,1
33140065,longitudinal monitoring of sars-cov-2 rna on high-touch surfaces in a community setting,"Harvey AP, Fuhrmeister ER, Cantrell M, Pitol AK, Swarthout JM, Powers JE, Nadimpalli ML, Julian TR, Pickering AJ.",medRxiv. 2020 Nov 1:2020.10.27.20220905. doi: 10.1101/2020.10.27.20220905. Preprint.,Harvey AP,medRxiv,2020,2020/11/03,PMC7605577,,10.1101/2020.10.27.20220905,0
19128842,temporal aspects of laminar gene expression during the developmental stages of equine laminitis,"Noschka E, Vandenplas ML, Hurley DJ, Moore JN.",Vet Immunol Immunopathol. 2009 Jun 15;129(3-4):242-53. doi: 10.1016/j.vetimm.2008.11.002. Epub 2008 Nov 7.,Noschka E,Vet Immunol Immunopathol,2009,2009/01/09,,,10.1016/j.vetimm.2008.11.002,1
24043821,high-resolution reversible folding of hyperstable rna tetraloops using molecular dynamics simulations,"Chen AA, García AE.",Proc Natl Acad Sci U S A. 2013 Oct 15;110(42):16820-5. doi: 10.1073/pnas.1309392110. Epub 2013 Sep 16.,Chen AA,Proc Natl Acad Sci U S A,2013,2013/09/18,PMC3801082,,10.1073/pnas.1309392110,0
25047648,enterovirus rna in longitudinal blood samples and risk of islet autoimmunity in children with a high genetic risk of type 1 diabetes: the midia study,"Cinek O, Stene LC, Kramna L, Tapia G, Oikarinen S, Witsø E, Rasmussen T, Torjesen PA, Hyöty H, Rønningen KS.",Diabetologia. 2014 Oct;57(10):2193-200. doi: 10.1007/s00125-014-3327-4. Epub 2014 Jul 23.,Cinek O,Diabetologia,2014,2014/07/23,,,10.1007/s00125-014-3327-4,0
11018011,dynamic association of capping enzymes with transcribing rna polymerase ii,"Schroeder SC, Schwer B, Shuman S, Bentley D.",Genes Dev. 2000 Oct 1;14(19):2435-40. doi: 10.1101/gad.836300.,Schroeder SC,Genes Dev,2000,2000/10/06,PMC316982,,10.1101/gad.836300,0
29937202,single-cell rna-seq reveals dynamic early embryonic-like programs during chemical reprogramming,"Zhao T, Fu Y, Zhu J, Liu Y, Zhang Q, Yi Z, Chen S, Jiao Z, Xu X, Xu J, Duo S, Bai Y, Tang C, Li C, Deng H.",Cell Stem Cell. 2018 Jul 5;23(1):31-45.e7. doi: 10.1016/j.stem.2018.05.025. Epub 2018 Jun 21.,Zhao T,Cell Stem Cell,2018,2018/06/26,,,10.1016/j.stem.2018.05.025,1
33421473,"denovo designing, retro-combinatorial synthesis, and molecular dynamics analysis identify novel antiviral vtrm1.1 against rna-dependent rna polymerase of sars cov2 virus",Tiwari V.,Int J Biol Macromol. 2021 Feb 28;171:358-365. doi: 10.1016/j.ijbiomac.2020.12.223. Epub 2021 Jan 7.,Tiwari V,Int J Biol Macromol,2021,2021/01/09,PMC7787912,,10.1016/j.ijbiomac.2020.12.223,0
25758462,dynamic visualization of transcription and rna subcellular localization in zebrafish,"Campbell PD, Chao JA, Singer RH, Marlow FL.",Development. 2015 Apr 1;142(7):1368-74. doi: 10.1242/dev.118968. Epub 2015 Mar 10.,Campbell PD,Development,2015,2015/03/12,PMC4378251,,10.1242/dev.118968,0
17469848,binding of u1a protein changes rna dynamics as observed by 13c nmr relaxation studies,"Shajani Z, Drobny G, Varani G.",Biochemistry. 2007 May 22;46(20):5875-83. doi: 10.1021/bi602658x. Epub 2007 May 1.,Shajani Z,Biochemistry,2007,2007/05/02,,,10.1021/bi602658x,0
23839993,spatiotemporal control of gene expression in mammalian cells and in mice using the lighton system,"Chen X, Wang X, Du Z, Ma Z, Yang Y.",Curr Protoc Chem Biol. 2013;5(2):111-29. doi: 10.1002/9780470559277.ch120267.,Chen X,Curr Protoc Chem Biol,2013,2013/07/11,,,10.1002/9780470559277.ch120267,0
27662094,single-cell rna-seq reveals lineage and x chromosome dynamics in human preimplantation embryos,"Petropoulos S, Edsgärd D, Reinius B, Deng Q, Panula SP, Codeluppi S, Reyes AP, Linnarsson S, Sandberg R, Lanner F.",Cell. 2016 Sep 22;167(1):285. doi: 10.1016/j.cell.2016.08.009.,Petropoulos S,Cell,2016,2016/09/24,PMC5628172,,10.1016/j.cell.2016.08.009,0
29368663,developmental dynamics of gene expression and alternative polyadenylation in the caenorhabditis elegans germline,"West SM, Mecenas D, Gutwein M, Aristizábal-Corrales D, Piano F, Gunsalus KC.",Genome Biol. 2018 Jan 24;19(1):8. doi: 10.1186/s13059-017-1369-x.,West SM,Genome Biol,2018,2018/01/26,PMC5784609,,10.1186/s13059-017-1369-x,0
16249259,integrating time-course microarray gene expression profiles with cytotoxicity for identification of biomarkers in primary rat hepatocytes exposed to cadmium,"Tan Y, Shi L, Hussain SM, Xu J, Tong W, Frazier JM, Wang C.",Bioinformatics. 2006 Jan 1;22(1):77-87. doi: 10.1093/bioinformatics/bti737. Epub 2005 Oct 25.,Tan Y,Bioinformatics,2006,2005/10/27,,,10.1093/bioinformatics/bti737,1
22992320,combinatorial control of temporal gene expression in the drosophila wing by enhancers and core promoters,"O'Keefe DD, Thomas SR, Bolin K, Griggs E, Edgar BA, Buttitta LA.",BMC Genomics. 2012 Sep 20;13:498. doi: 10.1186/1471-2164-13-498.,O'Keefe DD,BMC Genomics,2012,2012/09/21,PMC3641971,,10.1186/1471-2164-13-498,0
29986076,modulation of the hiv nucleocapsid dynamics finely tunes its rna-binding properties during virion genesis,"Mouhand A, Belfetmi A, Catala M, Larue V, Zargarian L, Brachet F, Gorelick RJ, Van Heijenoort C, Mirambeau G, Barraud P, Mauffret O, Tisné C.",Nucleic Acids Res. 2018 Oct 12;46(18):9699-9710. doi: 10.1093/nar/gky612.,Mouhand A,Nucleic Acids Res,2018,2018/07/10,PMC6182130,,10.1093/nar/gky612,0
29861418,expression of subtelomeric lncrnas links telomeres dynamics to rna decay in s. cerevisiae,"Kwapisz M, Ruault M, van Dijk E, Gourvennec S, Descrimes M, Taddei A, Morillon A.",Noncoding RNA. 2015 Jul 3;1(2):94-126. doi: 10.3390/ncrna1020094.,Kwapisz M,Noncoding RNA,2015,2018/06/05,PMC5932542,,10.3390/ncrna1020094,0
16233757,time-course data analysis of gene expression profiles reveals purr regulon concerns in organic solvent tolerance in escherichia coli,"Shimizu K, Hayashi S, Doukyu N, Kobayashi T, Honda H.",J Biosci Bioeng. 2005 Jan;99(1):72-4. doi: 10.1263/jbb.99.72.,Shimizu K,J Biosci Bioeng,2005,2005/10/20,,,10.1263/jbb.99.72,1
26872360,temporal gene expression analysis and rna silencing of single and multiple members of gene family in the lone star tick amblyomma americanum,"Bullard RL, Williams J, Karim S.",PLoS One. 2016 Feb 12;11(2):e0147966. doi: 10.1371/journal.pone.0147966. eCollection 2016.,Bullard RL,PLoS One,2016,2016/02/13,PMC4752215,,10.1371/journal.pone.0147966,1
29510661,jak/stat3 regulated global gene expression dynamics during late-stage reprogramming process,"Wang L, Jiang Z, Huang D, Duan J, Huang C, Sullivan S, Vali K, Yin Y, Zhang M, Wegrzyn J, Tian XC, Tang Y.",BMC Genomics. 2018 Mar 6;19(1):183. doi: 10.1186/s12864-018-4507-2.,Wang L,BMC Genomics,2018,2018/03/08,PMC5840728,,10.1186/s12864-018-4507-2,0
22805708,studying and modelling dynamic biological processes using time-series gene expression data,"Bar-Joseph Z, Gitter A, Simon I.",Nat Rev Genet. 2012 Jul 18;13(8):552-64. doi: 10.1038/nrg3244.,Bar-Joseph Z,Nat Rev Genet,2012,2012/07/19,,,10.1038/nrg3244,1
21966290,a growth curve model with fractional polynomials for analysing incomplete time-course data in microarray gene expression studies,"Tan Q, Thomassen M, Hjelmborg JV, Clemmensen A, Andersen KE, Petersen TK, McGue M, Christensen K, Kruse TA.",Adv Bioinformatics. 2011;2011:261514. doi: 10.1155/2011/261514. Epub 2011 Sep 27.,Tan Q,Adv Bioinformatics,2011,2011/10/04,PMC3182337,,10.1155/2011/261514,1
15708363,temporal gene expression of 3-ketoacyl-coa reductase is different in high and in low erucic acid brassica napus cultivars during seed development,"Puyaubert J, Dieryck W, Costaglioli P, Chevalier S, Breton A, Lessire R.",Biochim Biophys Acta. 2005 Feb 21;1687(1-3):152-63. doi: 10.1016/j.bbalip.2004.11.014.,Puyaubert J,Biochim Biophys Acta,2005,2005/02/15,,,10.1016/j.bbalip.2004.11.014,1
23079419,evolution and dynamics of small rna response to a retroelement invasion in drosophila,"Rozhkov NV, Schostak NG, Zelentsova ES, Yushenova IA, Zatsepina OG, Evgen'ev MB.",Mol Biol Evol. 2013 Feb;30(2):397-408. doi: 10.1093/molbev/mss241. Epub 2012 Oct 18.,Rozhkov NV,Mol Biol Evol,2013,2012/10/20,,,10.1093/molbev/mss241,0
